YEAR,DOY,WS10M,RH2M,T2M_MAX,T2M_MIN,PRECTOTCORR
1987,192,6.08,72.96,28.77,20.27,0.02
1987,193,6.7,68.66,32.24,19.75,0.21
1987,194,6.62,68.81,32.74,19.46,0.12
1987,195,6.38,68.98,32.55,19.63,0.01
1987,196,6.26,68.76,32.58,19.76,0.02
1987,197,6.72,66.63,32.93,19.83,0.01
1987,198,6.4,67.04,32.3,19.88,0.01
1987,199,6.59,69.95,31.29,20.37,2.08
1987,200,6.85,70.93,29.85,19.48,0.08
1987,201,5.03,72.61,28.88,20.01,0.01
1987,202,5.46,68.07,31.36,20.36,0.07
1987,203,4.88,66.84,32.77,19.52,0.01
1987,204,4.84,64.88,33.08,20.36,0.0
1987,205,4.52,70.0,30.67,20.59,0.01
1987,206,5.38,68.28,29.91,20.43,0.01
1987,207,5.18,67.42,30.03,19.21,0.83
1987,208,3.68,64.53,31.35,19.31,0.01
1987,209,3.29,64.62,32.12,20.15,0.0
1987,210,2.89,64.36,31.8,20.8,0.23
1987,211,3.45,76.67,27.27,21.08,30.11
1987,212,4.43,69.79,30.84,19.75,0.4
1987,213,4.43,68.44,31.24,19.53,2.56
1987,214,3.81,76.82,26.78,20.29,0.0
1987,215,3.54,76.67,26.83,19.8,0.03
1987,216,5.3,82.28,24.43,18.44,23.66
1987,217,4.38,82.99,27.11,18.53,35.62
1987,218,3.95,80.42,28.14,18.27,15.71
1987,219,4.69,75.46,29.43,18.54,6.6
1987,220,4.87,76.64,29.06,18.35,0.55
1987,221,4.65,82.12,27.82,18.78,8.58
1987,222,4.27,79.55,28.63,19.5,0.44
1987,223,5.07,76.73,29.36,19.82,1.03
1987,224,4.49,81.3,25.73,18.55,0.94
1987,225,5.33,80.28,27.84,19.37,1.49
1987,226,5.59,85.86,25.38,19.85,12.03
1987,227,5.76,82.64,28.6,19.57,3.81
1987,228,6.31,84.01,28.35,19.24,1.03
1987,229,6.19,82.3,27.07,20.31,0.64
1987,230,7.06,81.89,26.59,19.74,0.6
1987,231,6.95,79.94,28.36,19.43,1.49
1987,232,7.38,79.41,27.51,19.9,0.82
1987,233,6.45,79.29,27.84,19.83,0.6
1987,234,6.5,77.41,28.62,19.36,2.04
1987,235,7.07,78.37,28.51,19.51,2.51
1987,236,7.8,81.58,26.61,19.16,0.6
1987,237,7.35,80.35,26.58,19.3,0.17
1987,238,7.51,77.0,28.25,17.93,0.38
1987,239,7.34,80.72,26.61,18.47,0.19
1987,240,6.67,83.15,25.1,19.1,0.3
1987,241,5.73,76.43,29.03,18.9,0.03
1987,242,4.59,79.3,28.02,19.26,4.82
1987,243,3.77,74.95,30.69,19.5,1.42
1987,244,4.55,73.13,30.39,19.44,0.22
1987,245,4.46,73.13,30.79,19.16,0.64
1987,246,4.66,78.99,27.08,19.48,0.48
1987,247,5.2,75.49,28.43,18.09,0.27
1987,248,4.3,76.16,29.24,18.39,1.01
1987,249,4.11,74.39,30.24,19.75,1.51
1987,250,4.14,76.1,28.45,19.13,0.44
1987,251,4.63,72.23,30.76,18.85,0.05
1987,252,4.91,70.29,30.0,18.69,0.02
1987,253,4.75,69.11,30.14,19.13,0.11
1987,254,4.54,70.1,31.56,18.6,0.1
1987,255,3.82,73.23,30.39,19.79,0.44
1987,256,3.41,72.34,31.29,20.33,0.31
1987,257,3.7,73.72,30.56,20.61,2.72
1987,258,3.05,76.33,29.51,20.09,9.07
1987,259,2.87,75.92,30.87,21.13,2.32
1987,260,3.09,76.47,30.56,20.87,7.97
1987,261,1.71,80.3,27.73,20.81,0.42
1987,262,1.75,74.58,30.26,19.08,1.26
1987,263,2.89,79.04,31.08,20.37,2.44
1987,264,3.99,83.77,28.07,20.23,18.66
1987,265,3.12,85.74,25.83,20.65,11.45
1987,266,2.29,85.48,27.56,20.35,2.45
1987,267,1.6,84.9,26.82,20.77,9.84
1987,268,2.94,84.69,28.18,19.74,9.87
1987,269,2.63,86.15,24.78,20.04,0.08
1987,270,1.93,80.35,26.83,18.85,0.07
1987,271,2.0,80.86,27.57,19.07,0.01
1987,272,3.59,72.8,30.67,19.04,2.35
1987,273,3.33,77.29,28.81,18.26,0.87
1987,274,2.28,86.69,26.76,19.69,13.86
1987,275,3.08,86.03,26.88,19.73,9.84
1987,276,2.23,83.19,27.3,19.93,4.41
1987,277,2.43,80.38,28.0,19.58,1.22
1987,278,2.37,85.54,25.16,19.3,3.05
1987,279,1.41,81.1,28.06,17.9,2.67
1987,280,1.61,83.83,28.34,19.79,2.9
1987,281,1.98,91.81,24.39,20.61,5.86
1987,282,4.08,92.79,24.75,19.88,35.12
1987,283,2.23,94.03,24.45,20.21,7.67
1987,284,2.88,92.45,24.13,19.87,0.77
1987,285,4.14,87.88,26.05,20.33,5.57
1987,286,2.89,86.17,27.98,19.18,11.63
1987,287,3.11,84.79,28.27,19.33,2.99
1987,288,2.43,78.79,28.33,16.97,0.4
1987,289,3.13,81.77,28.4,17.64,1.01
1987,290,2.45,82.37,27.93,19.17,0.43
1987,291,1.58,77.37,28.03,18.05,2.0
1987,292,1.52,83.26,28.37,18.51,5.68
1987,293,3.3,85.99,28.3,20.54,2.67
1987,294,4.34,90.15,24.96,20.09,10.43
1987,295,3.28,82.97,27.37,18.67,2.35
1987,296,3.6,84.42,28.03,18.7,1.0
1987,297,3.88,82.05,27.93,18.32,1.35
1987,298,3.66,84.77,28.37,18.36,0.81
1987,299,3.75,82.82,28.61,19.36,0.59
1987,300,3.32,80.93,28.65,19.23,0.47
1987,301,3.56,76.54,28.59,18.21,0.15
1987,302,3.78,79.73,28.47,17.55,0.45
1987,303,3.68,80.68,28.62,18.57,4.71
1987,304,2.91,80.36,28.34,18.42,1.25
1987,305,3.4,76.37,28.33,17.0,0.13
1987,306,4.56,69.03,28.72,15.75,0.01
1987,307,4.58,80.8,27.38,17.75,0.7
1987,308,4.0,87.29,24.98,19.54,2.6
1987,309,4.14,83.19,27.71,19.17,5.51
1987,310,3.79,83.53,28.21,18.93,1.89
1987,311,2.78,83.81,27.66,19.41,4.99
1987,312,3.14,84.44,27.6,19.07,2.05
1987,313,2.9,72.08,27.63,15.77,0.4
1987,314,2.72,69.7,27.84,14.55,0.0
1987,315,3.54,78.14,26.34,15.57,1.74
1987,316,3.02,90.44,23.71,17.85,2.43
1987,317,4.53,80.38,28.0,17.51,1.15
1987,318,3.28,82.9,28.19,17.93,1.54
1987,319,2.98,80.04,29.21,18.75,1.61
1987,320,2.21,76.82,29.42,18.49,1.13
1987,321,1.87,70.92,30.29,17.22,0.91
1987,322,3.04,77.27,30.05,18.57,0.17
1987,323,2.34,79.79,29.15,19.64,0.2
1987,324,1.66,76.9,28.37,19.1,2.18
1987,325,3.18,82.92,27.88,18.52,6.91
1987,326,3.81,82.32,27.63,18.34,2.4
1987,327,2.71,84.09,25.39,17.71,0.33
1987,328,2.63,81.64,26.86,18.63,3.29
1987,329,2.09,84.87,25.27,18.44,0.53
1987,330,2.92,66.46,29.24,16.05,0.08
1987,331,3.43,66.86,28.75,14.52,1.2
1987,332,3.25,60.7,27.98,12.66,0.0
1987,333,3.11,63.36,28.52,12.5,0.0
1987,334,2.77,66.45,29.02,13.31,0.0
1987,335,2.2,67.85,29.45,14.3,0.0
1987,336,2.87,67.32,29.78,16.69,0.0
1987,337,3.7,69.78,28.81,16.21,0.0
1987,338,4.47,87.9,24.71,18.32,1.28
1987,339,5.19,89.4,24.78,19.4,1.29
1987,340,4.79,82.01,27.72,18.68,4.22
1987,341,4.92,81.16,26.86,17.61,7.5
1987,342,5.34,84.55,27.08,17.79,2.35
1987,343,5.46,84.66,25.74,18.04,5.45
1987,344,4.17,88.31,25.33,17.91,1.35
1987,345,3.99,83.82,27.99,18.58,0.73
1987,346,3.53,82.85,28.37,19.24,4.34
1987,347,1.27,78.32,29.34,18.08,1.07
1987,348,2.05,81.85,27.51,18.53,9.41
1987,349,3.03,76.67,27.01,16.72,9.29
1987,350,3.13,82.1,27.27,17.32,3.05
1987,351,3.61,72.08,26.41,14.84,0.03
1987,352,3.9,63.87,27.74,12.64,0.02
1987,353,4.07,66.43,27.9,12.72,0.0
1987,354,3.91,64.4,27.71,12.62,0.0
1987,355,3.8,63.97,28.63,13.19,0.05
1987,356,4.88,79.42,27.92,15.55,0.51
1987,357,5.54,82.29,28.6,18.05,1.21
1987,358,5.33,81.5,27.61,18.35,6.11
1987,359,5.01,80.13,27.77,17.16,0.8
1987,360,4.85,74.52,27.58,16.53,0.22
1987,361,4.79,71.75,26.29,13.67,0.03
1987,362,4.31,72.8,27.48,11.61,0.0
1987,363,3.74,71.44,28.16,13.33,0.01
1987,364,4.39,69.12,27.64,13.49,0.01
1987,365,4.04,65.98,26.95,11.78,0.0
1988,1,4.67,71.07,26.67,11.61,0.0
1988,2,4.01,71.38,27.44,12.08,0.0
1988,3,3.85,67.34,28.28,12.25,0.0
1988,4,2.52,68.03,29.25,11.99,0.0
1988,5,3.21,68.32,29.1,14.45,0.0
1988,6,2.87,68.98,28.37,14.06,0.0
1988,7,3.82,64.45,28.96,14.43,0.0
1988,8,3.98,64.24,28.36,13.54,0.0
1988,9,4.32,63.9,28.15,12.01,0.0
1988,10,4.39,68.14,28.95,11.99,0.0
1988,11,3.52,68.65,27.77,14.47,0.0
1988,12,2.94,68.3,30.31,15.22,0.0
1988,13,2.08,66.35,30.09,14.64,0.0
1988,14,2.55,65.82,30.36,14.08,0.0
1988,15,3.58,66.17,30.49,16.39,0.0
1988,16,4.39,68.74,29.5,16.45,0.03
1988,17,4.76,63.21,29.46,15.03,0.02
1988,18,5.02,64.83,29.62,14.15,0.0
1988,19,3.65,59.9,29.54,13.32,0.0
1988,20,3.61,59.8,29.39,14.15,0.0
1988,21,3.42,52.66,29.21,11.65,0.0
1988,22,3.8,57.2,29.47,10.74,0.0
1988,23,3.85,59.87,29.82,11.03,0.0
1988,24,3.8,57.67,30.29,12.01,0.0
1988,25,4.14,60.19,30.38,13.75,0.0
1988,26,4.02,59.73,31.34,15.0,0.0
1988,27,4.77,62.12,31.65,15.84,0.0
1988,28,4.59,61.27,31.38,16.28,0.0
1988,29,4.74,58.23,31.15,15.11,0.0
1988,30,4.77,52.81,31.25,12.85,0.0
1988,31,4.69,50.93,30.94,13.46,0.0
1988,32,4.58,50.51,31.19,12.68,0.0
1988,33,4.42,47.89,31.97,12.9,0.0
1988,34,3.88,49.01,32.77,13.15,0.0
1988,35,3.7,45.32,33.66,15.31,0.0
1988,36,3.74,36.7,33.21,13.2,0.0
1988,37,3.14,45.67,33.41,13.59,0.0
1988,38,2.71,43.92,32.87,12.27,0.0
1988,39,2.84,46.31,32.74,12.32,0.0
1988,40,3.23,51.24,32.18,15.12,0.0
1988,41,3.6,45.14,32.56,13.88,0.0
1988,42,3.96,44.26,33.09,13.82,0.0
1988,43,3.86,51.11,33.45,16.07,0.0
1988,44,3.66,53.82,33.43,17.35,0.0
1988,45,3.67,58.09,33.27,18.72,0.0
1988,46,2.88,55.23,33.22,19.58,0.0
1988,47,2.21,54.03,30.64,21.32,0.0
1988,48,3.36,46.03,35.14,18.45,0.0
1988,49,4.34,45.67,35.48,18.08,0.0
1988,50,4.69,47.25,35.15,16.43,0.0
1988,51,4.22,49.62,35.01,16.15,0.0
1988,52,3.67,49.96,36.06,17.72,0.0
1988,53,3.39,48.39,35.29,18.27,0.0
1988,54,3.59,41.92,35.59,19.15,0.0
1988,55,4.13,46.22,35.79,18.81,0.0
1988,56,3.34,48.59,35.51,19.62,0.0
1988,57,3.04,50.69,34.82,21.71,0.0
1988,58,4.45,43.38,35.21,22.16,0.0
1988,59,3.33,43.11,34.55,20.0,0.02
1988,60,2.37,48.69,32.83,19.95,0.0
1988,61,2.22,52.87,30.65,20.87,0.0
1988,62,1.84,50.03,32.17,21.85,0.0
1988,63,3.27,58.35,29.24,21.41,0.08
1988,64,2.65,54.15,34.2,20.38,6.28
1988,65,2.32,60.39,31.68,19.25,4.22
1988,66,2.2,52.39,33.52,19.33,0.0
1988,67,2.91,47.33,33.4,20.34,0.0
1988,68,4.28,45.36,34.22,20.17,0.0
1988,69,5.05,43.68,34.76,17.32,0.0
1988,70,4.63,45.42,35.05,15.68,0.0
1988,71,4.61,48.96,35.14,17.61,0.0
1988,72,3.21,44.91,36.28,17.52,0.0
1988,73,3.51,40.54,37.04,17.3,0.0
1988,74,4.13,39.62,36.77,17.1,0.0
1988,75,4.59,38.71,38.16,18.96,0.0
1988,76,4.04,37.81,36.93,18.75,0.0
1988,77,3.65,33.37,37.74,22.19,0.0
1988,78,3.13,28.42,38.01,18.25,0.0
1988,79,2.42,39.29,37.75,20.55,0.0
1988,80,2.94,33.1,39.39,23.58,0.0
1988,81,3.31,44.01,37.72,22.97,8.43
1988,82,2.3,52.57,35.66,21.69,1.15
1988,83,2.97,40.14,37.18,22.2,0.0
1988,84,3.78,36.71,36.47,17.94,0.0
1988,85,3.4,34.98,36.73,17.83,0.0
1988,86,2.77,41.52,36.63,20.57,0.0
1988,87,3.18,35.15,36.29,20.01,0.0
1988,88,3.2,30.09,37.72,18.77,0.0
1988,89,2.57,40.42,37.32,22.56,0.0
1988,90,1.92,38.91,35.27,24.86,0.0
1988,91,2.98,38.97,37.27,24.86,0.0
1988,92,2.81,38.12,36.99,23.98,0.72
1988,93,3.78,39.74,36.28,23.51,0.01
1988,94,4.94,39.63,36.88,19.91,0.0
1988,95,4.65,36.23,38.0,19.15,0.0
1988,96,3.92,36.24,38.59,18.98,0.0
1988,97,3.77,45.69,38.53,21.83,0.0
1988,98,3.51,46.75,37.81,22.53,0.0
1988,99,3.96,44.48,36.84,22.88,0.07
1988,100,4.25,47.87,36.75,22.25,0.0
1988,101,4.78,51.92,33.99,22.83,0.1
1988,102,4.46,50.9,35.44,21.52,0.24
1988,103,4.49,51.56,36.22,21.12,0.26
1988,104,5.04,52.45,36.17,22.04,0.49
1988,105,1.96,46.71,36.7,21.39,0.13
1988,106,2.28,54.36,31.21,22.93,3.04
1988,107,2.13,55.69,33.95,21.54,2.95
1988,108,3.0,50.91,34.37,20.74,2.9
1988,109,2.93,56.18,35.74,20.38,2.99
1988,110,3.05,58.38,34.92,21.2,0.37
1988,111,2.59,54.98,33.75,22.72,0.0
1988,112,2.77,53.19,33.43,21.82,0.49
1988,113,1.88,54.01,34.24,21.13,0.69
1988,114,2.32,54.16,32.78,22.59,0.31
1988,115,2.17,72.59,30.04,21.22,20.31
1988,116,4.31,73.13,29.5,20.75,16.58
1988,117,2.93,69.22,31.96,19.96,2.4
1988,118,1.84,69.53,30.98,21.12,0.76
1988,119,2.19,59.97,34.4,20.31,0.57
1988,120,3.38,62.37,35.1,21.13,2.15
1988,121,2.39,57.04,36.5,23.06,4.51
1988,122,3.17,73.78,29.95,22.97,38.76
1988,123,2.75,67.99,32.79,21.46,2.06
1988,124,1.95,70.69,30.2,21.94,0.51
1988,125,2.44,72.82,29.57,21.02,8.91
1988,126,2.48,64.31,33.58,19.53,0.24
1988,127,2.55,62.05,34.39,20.67,0.04
1988,128,2.59,55.15,35.77,21.84,0.0
1988,129,2.83,53.76,35.27,21.54,0.0
1988,130,4.56,57.98,36.02,21.56,0.0
1988,131,5.31,56.47,37.26,21.48,0.0
1988,132,4.24,58.63,37.21,21.02,0.0
1988,133,4.74,54.46,37.48,22.53,0.0
1988,134,4.31,55.3,36.42,21.3,0.1
1988,135,4.77,56.01,37.51,21.71,0.01
1988,136,3.61,57.47,36.91,22.82,0.01
1988,137,4.04,58.17,35.65,22.97,1.56
1988,138,5.73,56.75,34.88,22.14,0.08
1988,139,6.19,54.26,36.86,22.02,0.03
1988,140,6.38,51.88,36.75,21.5,0.02
1988,141,5.4,55.13,34.6,21.46,0.01
1988,142,5.58,62.14,31.69,21.54,0.0
1988,143,4.04,66.24,32.69,22.16,0.6
1988,144,3.04,68.5,30.03,21.12,0.06
1988,145,3.59,67.48,30.48,21.19,0.06
1988,146,3.58,75.03,29.71,21.44,21.77
1988,147,3.8,72.0,32.95,21.59,8.58
1988,148,4.39,72.96,31.58,22.08,0.02
1988,149,4.84,72.54,30.34,20.88,0.53
1988,150,5.65,73.5,29.37,21.71,0.01
1988,151,5.14,72.98,32.18,21.39,3.57
1988,152,4.45,77.89,27.47,21.23,8.87
1988,153,4.61,72.49,31.06,20.92,0.16
1988,154,5.89,71.07,31.95,21.6,1.41
1988,155,5.47,71.99,31.12,21.02,0.32
1988,156,5.08,72.61,30.63,21.33,0.01
1988,157,4.79,68.22,32.62,20.33,0.13
1988,158,5.07,72.46,29.95,20.32,0.07
1988,159,6.36,74.87,30.33,20.82,0.28
1988,160,6.34,78.75,28.0,20.61,7.87
1988,161,6.26,78.01,27.79,20.52,0.32
1988,162,8.41,74.58,27.69,20.09,0.1
1988,163,7.21,72.04,30.1,20.23,0.04
1988,164,6.16,72.15,29.66,20.29,0.05
1988,165,6.66,75.27,27.3,19.5,0.0
1988,166,6.84,69.2,32.07,19.04,0.01
1988,167,6.47,70.24,32.82,19.61,0.01
1988,168,6.37,69.25,31.77,19.81,0.01
1988,169,5.59,70.64,28.87,20.69,0.07
1988,170,4.85,66.76,31.54,19.08,0.07
1988,171,4.98,65.8,32.59,20.05,0.0
1988,172,5.51,70.54,31.16,20.1,0.08
1988,173,5.31,78.14,26.13,20.6,0.26
1988,174,5.6,70.08,30.69,19.67,2.35
1988,175,6.5,69.38,30.5,19.45,0.04
1988,176,6.04,75.25,28.73,20.29,7.83
1988,177,6.57,71.84,28.73,19.17,0.63
1988,178,6.48,71.55,27.8,18.75,0.04
1988,179,6.79,73.16,28.86,19.09,0.2
1988,180,6.57,70.06,30.18,19.0,0.01
1988,181,4.61,72.39,28.23,19.25,0.01
1988,182,4.24,70.06,31.23,18.89,0.02
1988,183,4.92,73.74,28.8,19.94,0.07
1988,184,4.55,77.03,27.44,19.65,0.03
1988,185,3.19,72.83,29.39,19.72,0.0
1988,186,3.47,74.68,28.12,20.14,0.15
1988,187,3.79,76.3,28.85,20.98,0.09
1988,188,3.23,80.65,28.92,20.66,64.89
1988,189,2.69,82.22,27.92,20.66,22.97
1988,190,2.59,89.1,24.7,20.37,6.77
1988,191,3.03,84.26,25.98,19.78,4.45
1988,192,2.13,83.33,25.52,20.57,0.59
1988,193,3.11,84.58,26.41,20.08,8.05
1988,194,4.93,85.44,26.71,19.15,9.1
1988,195,6.93,82.46,26.06,19.73,0.22
1988,196,8.1,79.36,27.0,18.81,0.1
1988,197,8.32,82.06,25.52,18.19,2.76
1988,198,8.0,83.05,26.24,19.45,2.83
1988,199,7.25,88.07,24.95,19.64,18.87
1988,200,6.63,86.61,26.64,20.15,19.17
1988,201,6.5,84.54,26.67,20.25,6.47
1988,202,6.5,84.87,26.33,19.3,6.63
1988,203,5.93,87.21,24.71,19.44,1.09
1988,204,6.66,83.54,26.42,19.01,3.03
1988,205,4.9,85.34,26.38,18.72,7.28
1988,206,5.09,83.13,26.21,18.38,4.87
1988,207,4.8,84.88,27.3,19.36,4.22
1988,208,4.85,86.27,25.98,19.75,4.27
1988,209,6.07,80.93,27.52,19.28,0.4
1988,210,5.91,81.68,26.53,18.82,0.72
1988,211,6.33,79.17,28.56,19.37,0.42
1988,212,6.97,78.96,28.38,19.16,0.13
1988,213,7.16,77.92,28.76,18.6,0.05
1988,214,7.24,77.55,29.31,19.15,0.01
1988,215,7.44,78.62,29.0,19.44,0.02
1988,216,6.81,81.52,29.19,20.17,0.38
1988,217,4.95,86.86,26.72,20.75,9.32
1988,218,4.08,84.77,26.72,20.63,0.49
1988,219,3.32,82.94,27.84,19.69,0.58
1988,220,3.66,85.98,25.38,20.11,1.78
1988,221,3.32,85.8,25.67,19.83,2.77
1988,222,4.74,85.88,26.92,19.35,11.34
1988,223,4.14,82.61,27.85,19.88,1.08
1988,224,3.34,81.57,28.33,19.59,5.55
1988,225,3.04,85.54,25.51,20.06,8.96
1988,226,3.13,87.29,26.09,20.28,1.21
1988,227,2.74,86.64,26.1,20.78,5.25
1988,228,3.52,83.35,27.35,19.87,1.61
1988,229,4.77,85.94,26.33,20.41,1.11
1988,230,6.2,84.39,27.02,19.76,4.84
1988,231,7.23,83.39,26.48,19.24,14.51
1988,232,6.57,81.84,27.5,18.58,2.4
1988,233,6.33,81.72,28.72,19.13,1.52
1988,234,5.35,82.39,27.76,19.05,0.53
1988,235,3.47,82.94,28.09,19.62,0.52
1988,236,3.51,81.57,27.99,19.57,0.59
1988,237,3.9,82.21,28.31,19.81,3.0
1988,238,2.8,84.01,26.06,19.06,12.6
1988,239,2.11,87.95,26.03,19.51,23.52
1988,240,2.31,90.68,24.9,20.51,39.39
1988,241,4.81,87.71,26.67,19.81,30.28
1988,242,5.82,87.03,26.07,18.78,16.65
1988,243,5.76,86.1,26.5,18.63,5.62
1988,244,5.17,84.53,27.58,18.8,1.84
1988,245,4.37,83.45,28.31,19.38,0.52
1988,246,3.36,84.68,27.64,19.28,0.97
1988,247,4.29,87.15,26.41,20.46,6.74
1988,248,2.59,85.02,26.81,19.46,0.17
1988,249,1.74,83.85,27.19,19.9,0.81
1988,250,2.31,87.6,23.9,20.44,1.67
1988,251,2.44,86.99,25.69,18.73,1.6
1988,252,3.42,85.48,26.83,18.95,0.3
1988,253,3.41,87.02,26.08,18.93,1.18
1988,254,2.57,86.31,26.08,19.26,57.41
1988,255,2.54,87.64,25.75,20.2,35.55
1988,256,2.22,88.6,27.45,19.82,82.66
1988,257,3.0,84.16,28.23,19.16,6.78
1988,258,2.09,86.7,25.68,19.94,4.36
1988,259,2.29,86.56,27.5,19.07,7.4
1988,260,4.62,88.71,25.72,19.59,0.64
1988,261,5.03,87.76,26.79,19.33,4.11
1988,262,5.27,88.03,25.49,18.45,1.72
1988,263,5.54,90.24,24.72,17.94,22.67
1988,264,6.64,87.48,25.71,18.88,0.38
1988,265,6.68,85.32,27.11,18.65,1.29
1988,266,6.84,86.73,26.91,19.01,0.31
1988,267,6.32,86.15,27.38,19.7,0.11
1988,268,4.03,89.26,25.26,20.2,1.03
1988,269,3.33,89.53,25.2,18.97,3.06
1988,270,4.81,89.02,25.71,19.04,11.07
1988,271,5.69,85.89,26.5,17.64,0.94
1988,272,5.47,86.3,23.96,17.83,1.2
1988,273,5.44,84.72,27.68,17.98,0.2
1988,274,5.7,84.68,26.54,17.35,0.13
1988,275,5.53,88.53,24.14,17.55,0.37
1988,276,4.73,87.25,27.14,18.92,3.43
1988,277,3.62,87.6,26.07,18.6,5.34
1988,278,2.51,88.21,25.59,18.95,1.63
1988,279,3.05,86.46,26.94,19.74,0.18
1988,280,3.59,88.17,26.21,19.26,3.76
1988,281,2.32,87.71,25.35,19.53,2.4
1988,282,2.86,87.13,26.23,20.02,0.95
1988,283,2.7,84.56,27.49,18.51,0.38
1988,284,2.8,83.85,27.16,18.22,0.26
1988,285,2.26,75.34,27.37,16.23,0.33
1988,286,2.58,77.28,27.26,16.23,0.07
1988,287,2.31,78.31,26.92,17.63,0.0
1988,288,3.13,74.67,26.45,16.66,0.0
1988,289,3.31,78.45,27.22,15.33,0.02
1988,290,2.98,77.1,27.19,17.36,0.0
1988,291,3.05,71.79,27.06,15.57,0.0
1988,292,2.43,72.53,27.17,15.55,0.0
1988,293,2.58,72.39,27.44,16.7,0.0
1988,294,2.2,70.67,27.74,17.32,0.0
1988,295,2.24,72.55,28.01,15.96,0.0
1988,296,2.04,75.15,27.97,15.89,0.0
1988,297,2.21,84.45,27.82,17.01,0.37
1988,298,3.63,84.06,27.41,19.0,0.08
1988,299,2.86,82.52,27.64,17.99,0.04
1988,300,3.08,82.86,27.01,17.88,0.15
1988,301,2.79,77.25,27.17,15.46,0.55
1988,302,2.68,71.68,27.06,14.77,0.01
1988,303,2.25,74.56,26.84,13.88,0.0
1988,304,2.69,77.64,27.09,15.96,0.0
1988,305,2.76,76.19,27.45,14.75,0.0
1988,306,3.55,80.95,27.19,17.0,0.08
1988,307,3.42,82.58,27.83,17.53,0.02
1988,308,4.25,82.71,27.1,18.18,0.35
1988,309,4.58,84.1,27.05,18.59,0.82
1988,310,5.66,85.32,27.16,18.8,0.25
1988,311,5.54,87.02,26.43,18.9,2.92
1988,312,4.7,86.59,26.12,18.19,9.57
1988,313,4.8,86.89,24.59,18.0,6.33
1988,314,4.95,83.33,26.04,16.51,0.3
1988,315,3.89,79.97,25.8,15.0,0.13
1988,316,2.96,77.23,26.04,12.84,0.19
1988,317,3.6,85.03,26.61,15.32,0.5
1988,318,4.31,82.97,26.48,17.79,0.26
1988,319,4.49,83.03,26.26,16.83,8.9
1988,320,3.96,83.01,26.58,16.17,3.41
1988,321,3.66,82.84,26.2,16.05,0.31
1988,322,2.64,74.34,27.01,14.44,0.03
1988,323,1.86,68.47,27.93,15.15,0.0
1988,324,2.47,71.86,26.9,14.12,0.0
1988,325,2.66,61.07,27.43,14.01,0.0
1988,326,2.58,61.15,27.5,13.09,0.0
1988,327,2.27,68.08,27.65,12.34,0.0
1988,328,2.18,68.29,28.21,13.38,0.0
1988,329,2.15,69.91,28.46,13.42,0.0
1988,330,3.23,65.44,28.09,13.47,0.0
1988,331,2.79,58.97,28.14,13.51,0.0
1988,332,3.06,56.34,27.92,12.7,0.0
1988,333,3.0,51.75,28.2,12.29,0.0
1988,334,2.49,54.24,27.77,12.36,0.0
1988,335,2.81,49.53,27.91,10.35,0.0
1988,336,3.55,56.67,27.34,9.93,0.0
1988,337,3.95,69.5,27.49,13.73,0.0
1988,338,4.9,82.9,27.08,17.0,1.04
1988,339,4.26,74.05,28.49,16.79,0.24
1988,340,3.15,69.83,28.21,16.34,0.13
1988,341,2.31,63.82,28.33,13.26,0.0
1988,342,1.77,58.03,28.88,15.42,0.01
1988,343,2.52,69.12,28.4,12.97,0.0
1988,344,3.59,68.86,29.2,14.37,0.0
1988,345,3.91,67.72,28.37,16.17,0.06
1988,346,3.88,69.98,29.63,14.22,0.0
1988,347,3.81,80.99,27.03,18.78,4.51
1988,348,3.93,81.67,27.05,18.29,13.62
1988,349,3.43,81.42,27.53,18.31,4.46
1988,350,4.12,76.6,27.45,17.63,0.08
1988,351,4.81,73.64,26.4,15.87,0.31
1988,352,4.94,71.82,25.85,13.99,0.23
1988,353,4.15,73.11,26.93,12.36,0.02
1988,354,5.42,76.72,26.97,15.79,0.16
1988,355,5.74,73.32,27.13,14.96,0.16
1988,356,4.54,71.95,27.41,14.64,0.08
1988,357,4.31,66.99,28.18,12.91,0.0
1988,358,3.71,66.79,27.66,12.02,0.0
1988,359,4.1,69.12,28.14,13.02,0.0
1988,360,2.95,61.86,29.34,12.67,0.0
1988,361,2.97,63.33,29.57,13.11,0.0
1988,362,4.14,66.48,29.08,13.97,0.0
1988,363,4.38,63.74,28.35,12.28,0.0
1988,364,4.6,63.47,27.99,11.54,0.0
1988,365,4.54,68.59,27.8,13.24,0.0
1988,366,4.92,71.02,27.65,13.94,0.08
1989,1,4.74,67.99,27.26,13.88,0.06
1989,2,4.66,71.63,28.39,14.09,0.0
1989,3,3.89,73.94,29.25,15.91,0.19
1989,4,4.28,70.63,28.09,17.24,0.08
1989,5,4.1,67.57,29.42,15.89,0.1
1989,6,4.47,62.52,29.22,14.29,0.0
1989,7,3.3,59.59,29.68,12.59,0.07
1989,8,3.5,63.78,29.44,13.98,0.0
1989,9,3.31,64.47,29.88,14.87,0.0
1989,10,3.13,59.99,30.2,14.98,0.0
1989,11,3.67,50.72,30.62,12.13,0.0
1989,12,4.02,57.5,30.27,13.03,0.0
1989,13,4.53,60.15,29.7,13.28,0.0
1989,14,4.58,63.12,30.23,13.48,0.01
1989,15,4.07,55.12,31.23,12.34,0.01
1989,16,4.52,57.64,30.87,12.12,0.0
1989,17,4.13,59.57,30.88,13.95,0.0
1989,18,3.84,54.2,31.81,14.16,0.0
